Number ,Company name,Primary UK SIC (2007) code,"Turnover
th GBP 2012","Turnover
th GBP 2013","Turnover
th GBP 2014","Turnover
th GBP 2015","Turnover
th GBP 2016","Turnover
th GBP 2017","Turnover
th GBP 2018","Turnover
th GBP 2019","Turnover
th GBP 2020","Turnover
th GBP 2021"
15047,NEWCASTLE PARK & FLY LIMITED,52219,"8,579","9,014","10,153","10,727","12,117","13,548","14,209","15,643","3,710","4,259"
15048,SVM ASSET MANAGEMENT LIMITED,64999,"2,626","3,350","3,327","3,298","3,520","3,837","3,613","3,267","3,254","4,257"
15049,CASTLEGATE INVESTMENTS (EDINBURGH) LIMITED,56101,"5,370","5,230","5,682","5,929","6,214","5,583","7,304","7,310","2,365","4,257"
15050,RUBICON PASTIMES LIMITED,93290,"3,602","3,658","3,896","4,304","4,641","4,685","4,913","5,250","3,522","4,257"
15051,ST. MIRREN FOOTBALL CLUB LTD. (THE),93199,"3,264","3,460","3,183","2,975","2,481","2,624","2,814","4,111","4,068","4,036"
15052,MELVILLE INDEPENDENT PLC,64999,"1,922","1,814","1,810","1,794","1,848","2,412","2,319","2,433","3,560","4,256"
15053,PAYBYPHONE LIMITED,82990,"3,507","3,692","4,310","3,002","3,092","2,804","4,332","4,601","3,428","4,255"
15054,COMMUNITY ADVICE AND LAW SERVICE LTD,69109,"2,739","2,540","2,759","3,124","3,628","3,483","3,718","3,463","3,541","4,128"
15055,SCARBOROUGH MANAGEMENT LIMITED,70100,,"3,675","3,663","6,581","3,764","3,332","4,989","2,868","2,942","1,292"
15056,MALVERN THEATRES TRUST LIMITED,90030,"4,867","4,654","4,794","5,736","5,956","6,093","6,100","5,776","6,215","2,132"
15057,FLEURETS HOLDINGS LIMITED,74909,"4,609","4,855","5,052","5,357","5,075","5,308","5,142","5,926","3,792","4,253"
15058,TRANSPARENCY INTERNATIONAL (UK),94990,"1,180","1,250","1,580","2,118","2,861","1,932","3,395","4,049","7,113","3,321"
15059,LOCHRIN BAIN LIMITED,25990,"3,289","2,104","1,668","2,999","3,692","3,457","4,060","3,749","4,261","5,180"
15060,SIM INTERNATIONAL (UK),94910,"3,290","3,354","3,036","3,354","3,282","4,203","4,182","4,138","4,352","4,249"
15061,SELWOOD ACADEMY,85310,"7,970","3,367","3,297","3,192","3,079","2,989","3,068","3,819","3,277","3,988"
15062,PARKSIDE SCHOOL TRUST,85200,"4,085","3,979","3,814","3,765","3,682","4,083","3,970","4,069","3,718","4,079"
15063,GLASGOW ASSOCIATION FOR MENTAL HEALTH,88990,"3,354","3,555","3,532","3,521","2,826","2,527","2,564","2,824","3,212","3,583"
15064,WELSH HOUSING AID LIMITED,88990,"3,825","3,914","3,440","3,409","3,339","3,293","3,323","3,677","3,896","4,377"
15065,UPP (KENT STUDENT ACCOMMODATION) LIMITED,68209,"2,948","3,134","3,233","3,352","3,503","3,622","3,914","4,030","4,137","2,970"
15066,HAMPTON PRIMARY SCHOOL ACADEMY,85200,,"7,375","2,464","3,002","2,989","3,019","3,048","3,356","3,199","3,620"
15067,NEW SOUTHGATE CEMETERY AND CREMATORIUM LIMITED,96030,"2,623","3,085","2,953","3,575","3,215","3,252","3,626","3,320","4,023","4,244"
15068,THE TRAIDCRAFT EXCHANGE,96090,"4,148","3,028","3,428","3,373","2,978","3,406","3,134","3,182","3,090","3,825"
15069,HORTON AUTOMATICS LIMITED,32990,"4,096","5,006","5,445","4,926","5,158","5,649","5,213","4,979","3,657","4,244"
15070,CATHOLIC CARE (DIOCESE OF LEEDS),87200,"4,220","3,940","3,633","3,644","3,769","3,520","3,712","4,070","4,152","3,952"
15071,METHODIST INTERNATIONAL CENTRE LIMITED,55100,"2,316","2,416","5,294","5,837","6,209","7,239","7,353","7,673","4,540",549
15072,CAREBASE (COLCHESTER) LIMITED,87900,"2,317","2,757","2,981","3,134","3,349","3,497","3,751","4,004","3,984","4,240"
15073,ACORN VILLAGES LIMITED,87200,"3,795","4,197","4,186","4,404","3,518","3,655","3,624","3,623","3,712","4,180"
15074,HUBWISE SERVICES LIMITED,64999,,346,265,449,474,467,529,812,"1,138","1,807"
15075,BURY STREET CAPITAL LIMITED,82990,622,852,"1,188","3,220","3,014","2,391","2,819","2,241","1,619","2,505"
15076,ST.CEDD'S SCHOOL EDUCATIONAL TRUST LIMITED,85200,"3,453","3,435","3,310","3,486","3,357","3,449","3,614","3,695","3,690","3,888"
15077,"SOCȊT̑ G̑N̑RALE SECURITIES SERVICES, SGSS (IRELAND) LIMITED",66120,"2,444","2,625","2,469","2,673","3,292","3,765","4,047","3,977","4,126","4,236"
15078,GETMAPPING LIMITED,74209,"3,517","4,704","5,562","6,012","6,423","6,195","8,293","5,740","4,392","4,236"
15079,MCCURRAGH LIMITED,82990,"3,795","4,583","6,107","5,162","6,648","7,121","7,108","6,822","6,627","5,902"
15080,DEPAUL NORTHERN IRELAND,,"2,739","2,866","2,905","3,163","3,182","3,285","3,182","3,301","3,831","4,235"
15081,THE PEACH PUB COMPANY LIMITED,56101,"3,882","4,175","4,198",n.a.,"4,650","4,568","4,472","4,296","4,303","2,415"
15082,JACKSON'S LANE,85520,750,856,964,"1,034","1,096","1,318","1,281","1,564","1,268","1,976"
15083,CENTRE FOR THE MOVING IMAGE,59140,"3,304","3,732","4,551","5,999","6,075","5,505","6,023","6,053","6,642","4,234"
15084,THE RENAL ASSOCIATION,74909,"1,879","3,038","2,286","2,047","2,378","2,822","2,969","2,941","3,167","4,233"
15085,NO LIMITS (SOUTH),88990,"1,114","1,493","1,819","1,853","2,410","3,190","3,226","3,331","3,308","3,912"
15086,AVC LIVE LIMITED,74909,"6,627","7,340","8,484","9,800","9,875","11,518","16,215","16,761","3,398","4,232"
15087,HOWARD TENENS (NORTH WEST) LIMITED,52103,347,535,"1,581","1,428","2,464","2,759","3,459","3,770","3,996","4,232"
15088,DISAB UK LIMITED,46690,"2,329","2,628","2,976","3,604","3,634","4,763","4,930","4,531","4,042","4,232"
15089,CONCORD FABRICS (UK) LIMITED,46410,"4,611","4,725","5,287","4,656","4,677","5,261","5,207","4,750","4,869","5,274"
15090,MAYA HYDE PARK LIMITED,55100,"7,574","6,951","10,073","10,451","10,527","11,014","11,300","11,859","2,428","4,230"
15091,COUNTY PROPERTIES LIMITED,68100,479,577,"1,704",5,"5,597","9,788","8,701",710,30,"4,229"
15092,PARFX (UK) LIMITED,64999,n.a.,"1,223","3,927","4,480","5,761","5,566","5,573","5,159","4,618","4,227"
15093,UPONOR LIMITED,46740,"19,075","16,260","16,994","16,664","4,659","4,248","4,506","4,668","4,067","4,224"
15094,ENOVATE SYSTEMS LIMITED,82990,"11,773","11,298","11,372","10,263","4,388","2,603","3,037","5,239","3,013","4,224"
15095,HOLDERS TECHNOLOGY UK LIMITED,46520,"7,050","5,785","4,178","3,437","3,264","3,092","3,173","3,320","2,509","4,223"
15096,MEDICI HOLDINGS LTD.,87100,,"2,626","2,548","1,893","2,888","3,226","3,921","4,000","4,567","4,223"
15097,HARRIS TRUCK & VAN LIMITED,45200,"6,147","6,071","8,920","4,246","3,499","3,196","3,134","3,446","3,653","3,508"
15098,CHILD BEREAVEMENT UK,88990,"1,383","1,706","1,697","2,997","3,391","2,903","3,703","4,416","4,923","2,364"
15099,ENTERPRISE GROWTH SOLUTIONS LIMITED,82990,"1,358","2,848","3,197","2,767","3,797","3,323","4,350","4,880","3,860","4,219"
15100,AVIGILON UK LIMITED,46180,"4,019","6,375","8,804","9,746","14,581","19,148","18,946","19,015","12,380","4,218"
15101,PENINSULA FINANCE PLC,64922,"1,551","1,352","1,629","2,302","2,714","3,275","3,545","3,923","3,986","3,904"
15102,"AGE UK WEST SUSSEX, BRIGHTON AND HOVE",88100,"1,765","1,970","1,921","2,046","2,455","2,659","2,232","2,906","4,613","3,819"
15103,YORKCLOUD LIMITED,55100,"4,687","4,328","4,657","4,823","4,918","5,065","5,007","4,835","4,878","1,695"
15104,THE FISH HOTEL LIMITED,55100,"1,787","2,260","2,336","2,637","3,123","3,769","3,908","5,501","3,334","4,216"
15105,LITTLESTAR (LICENSING) LIMITED,90020,"6,359","4,417","3,347","4,909","4,393","6,199","6,113","13,270","9,563","1,628"
15106,POSTAL HERITAGE TRUST,91020,"1,094","4,326","8,724","3,933","4,553","5,899","5,485","5,371","4,660","4,214"
15107,BALLET RAMBERT LIMITED,90010,"2,955","3,192","3,385","3,630","3,362","3,939","3,893","3,707","5,046","4,610"
15108,ISLAND COMMUNITY SCHOOL,85310,n.a.,95,211,"2,032","7,458","9,773","3,498","3,957","4,034","4,002"
15109,ARLINGCLOSE LIMITED,64999,"1,762","2,092","2,326","2,542","2,667","3,095","3,783","4,255","3,720","3,667"
15110,STOBO CASTLE HEALTH SPA LIMITED,55100,"5,604","5,924","6,155","6,508","7,168","7,750","8,157","8,410","2,227","4,206"
15111,FREILACKE UK LIMITED,46760,"2,736","3,607","3,619","3,482","3,569","3,701","4,194","3,805","2,806","3,796"
15112,CLEVES ACADEMY TRUST,85200,"2,969","3,388","3,134","3,255","3,110","5,561","3,337","3,597","3,376","3,674"
15113,KILTON THORPE SPECIALIST ACADEMY,85590,n.a.,"8,482","3,244","3,162","3,137","3,354","3,648","3,826","3,864","4,197"
15114,EAST ANGLIA CARE HOMES LIMITED,87100,"2,830","2,976","3,156","2,804","2,531","2,798","3,354","3,475","3,920","4,203"
15115,TENSOR PLC,26512,"2,294","1,870","2,043","2,352","2,517","2,388","2,393","3,386","2,892","3,036"
15116,GOLDINGTON GREEN ACADEMY,85200,n.a.,"4,701","2,286","2,165","2,263","2,384","4,409","3,218","3,305","3,541"
15117,THE AMBER FOUNDATION,87900,"1,909","3,153","2,015","2,148","2,160","2,277","2,258","2,373","2,529","2,333"
15118,MILES 33 LIMITED,62012,"8,616","7,818","6,879","6,616","5,992","5,732","5,805","6,086","4,475","5,250"
15119,PIONEER ACADEMIES COMMUNITY TRUST (PACT),85200,n.a.,"7,578","3,440","3,411","3,933","4,477","4,280","3,819","3,633","3,836"
15120,WATERFORD AND SOUTH TIPPERARY COMMUNITY YOUTH SERVICE COMPANY LIMITED BY GUARANTEE,85590,"3,626","3,278","3,192","3,322","3,233","3,268","4,142","4,020","4,354","4,199"
15121,SUREHAVEN GLASGOW LIMITED,87100,"1,883","2,800","3,045","3,255","3,822","3,859","3,715","4,027","4,083","4,162"
15122,TENSOR SYSTEMS LIMITED,26512,"2,288","1,863","2,039","2,350","2,517","2,388","2,381","3,380","2,892","2,996"
15123,RELIANCE BANK LIMITED,64191,"3,700","3,423","2,902","2,993","2,958","2,811","2,990","3,518","3,728","3,231"
15124,DUBLIN SOFTWARE PARK DESIGNATED ACTIVITY COMPANY,72,"2,426","2,868","5,207","7,036","4,410","22,139","22,042","7,700","6,082","4,194"
15125,THE VINEYARD AT STOCKCROSS LIMITED,55100,"4,892","5,286","5,496","5,617","5,685","5,718","5,576","5,407","2,702","4,193"
15126,NEVASTAR FINANCE LIMITED,66190,"1,326","1,898","3,484","3,056","2,803","3,036","2,378","2,421","2,375","4,192"
15127,THE CARERS' RESOURCE,63990,"1,350","1,558","2,027","2,209","2,350","2,613","3,091","3,392","3,699","3,751"
15128,"NORTHERN IRELAND CHEST, HEART & STROKE",74909,"2,806","2,350","2,957","2,985","4,043","4,073","3,636","3,352","4,358","3,497"
15129,HEART OF ENGLAND COMMUNITY FOUNDATION,96090,"1,382","2,379","1,321","5,070","3,603","3,178","8,028","6,537","6,610","7,420"
15130,GUSBOURNE ESTATE LIMITED,11020,,129,434,473,640,998,"1,262","1,653","2,109","4,191"
15131,WEST HILL HOLDINGS LLP,,396,675,240,978,548,846,"1,903","2,049","2,300","5,772"
15132,ICS TERMINALS (UK) LIMITED,77390,"4,891","3,606","3,340","3,655","3,804","3,790","4,101","4,799","3,891","4,189"
15133,PALLINGHURST ADVISORS LLP,,"3,668","3,503","3,405","2,802","2,277","1,395",969,"1,450","1,822","1,597"
15134,AIGLE INTERNATIONAL UK LIMITED,47710,"3,760","4,959","4,999","4,508","4,670","5,087","6,605","2,978","2,952","4,187"
15135,GAC LOGISTICS (UK) LIMITED,52290,"37,088","34,976","40,291","36,476","27,482","13,362","4,262","3,650","3,265","4,187"
15136,THE COUNTRYSIDE REGENERATION TRUST LTD,1500,897,631,"3,072","1,263","2,653","2,223","1,470","1,574","4,429",591
15137,SUNDEALA LIMITED,17120,"4,773","5,352","5,233","5,914","7,961","7,807","7,052","5,723","3,751","4,185"
15138,CUMBRIA WILDLIFE TRUST LIMITED,91040,"2,587","3,212","2,312","2,386","3,672","2,471","2,250","2,823","3,343","4,012"
15139,THE PERFORMING RIGHT SOCIETY FOUNDATION,90020,"2,090","2,250","2,022","3,228","3,818","4,549","4,238","4,122","3,912","4,185"
15140,THE FINANCIAL TIMES (JAPAN) LIMITED,73120,"4,221","3,080","2,804","3,030","4,194","4,179","4,759","5,360","4,677","4,184"
15141,FREWEN EDUCATIONAL TRUST LIMITED(THE),85590,"2,249","2,369","2,630","2,703","2,839","2,831","2,535","2,647","3,241","3,765"
15142,IRON MOUNTAIN (IRELAND) SERVICES LIMITED,96090,n.a.,"2,240","3,710","3,721","4,393","4,255","4,730","5,377","4,784","4,184"
15143,SERTEC SPRINGS & WIREFORMS LIMITED,25930,"9,652","10,369","10,466","10,733","11,483","12,620","12,728","12,144","11,141","6,231"
15144,TUN ABDUL RAZAK RESEARCH CENTRE,72190,"4,840","5,535","5,442","5,535","5,404","4,956","1,390","1,286","1,017","1,201"
15145,HADFIELD CAWKWELL DAVIDSON LIMITED,71129,"6,107","4,200","4,156","4,786","4,693","4,833","4,682","3,892","4,578","3,084"
15146,KINGSWOOD HOUSE SCHOOL TRUST LIMITED,85590,"1,874","1,972","1,980","2,133","2,317","2,655","2,648","2,975","3,240","3,637"
15147,TAMESIDE & GLOSSOP HOSPICE LIMITED,86900,"3,442","2,813","2,539","2,940","2,947","3,123","3,764","3,332","3,549","3,986"
15148,CHAPTER (CARDIFF) LIMITED,90040,"3,441","3,340","4,157","4,217","4,373","4,295","4,131","4,040","3,611","3,420"
15149,RGB RECRUITMENT LIMITED,78200,"1,315","2,839","2,994","3,688","4,233","4,187","4,009","3,225","2,600","4,181"
15150,ZAG LIMITED,74909,877,"1,373","1,439","1,480","1,563","2,104","3,059","3,448","2,363","4,181"
15151,COFRA G.B. LIMITED,82990,"3,732","4,349","4,334","3,979",n.a.,"4,832","3,748","4,113","4,299","3,917"
15152,VISTASTAR LEISURE PLC,86900,"6,151","6,474","6,814","5,835","5,568","5,928","6,048","6,126","6,798","1,299"
15153,WATFORD FC'S COMMUNITY SPORTS & EDUCATION TRUST,85510,"3,837","1,465","1,543","1,630","2,385","3,035","2,685","3,529","2,677","2,432"
15154,ACTION CANCER,86900,"3,752","5,180","4,002","3,979","3,825","4,272","3,682","4,017","4,080","3,926"
15155,BEECH HILL GRANGE LIMITED,87100,,"1,691","2,699","2,798","2,972","3,221","3,722","4,104","4,012","4,173"
15156,THE ELSTREE UTC,85310,n.a.,"6,358","2,940","3,919","3,543","2,453","2,430","2,796","3,012","2,434"
15157,CHELTENHAM FESTIVALS,90030,"4,887","5,443","5,490","5,548","5,575","5,591","5,890","6,535","3,500","4,172"
15158,RTI EXTRUSIONS EUROPE LIMITED,25990,n.a.,"3,011","12,674","12,449","14,587","13,543","12,395","13,159","7,414","4,172"
15159,HEYFORD PARK MANAGEMENT COMPANY LIMITED,68320,336,472,537,659,838,"1,142","1,611","1,885","2,205","4,170"
15160,APOLLO WINDOW BLINDS LTD,46499,"2,312","1,558","1,852","1,975","2,258","2,614","3,173","3,133","2,965","4,170"
15161,BLACKADDER CORPORATION LIMITED,87100,,"1,389","2,275","2,373","3,248","2,742","3,056","3,429","3,895","4,170"
15162,BERKELEY INSURANCE GROUP LIMITED,66220,"5,590","5,466","5,908","5,857","6,214","5,709","5,998","6,394","3,092","2,468"
15163,THE IRISH HOSPICE FOUNDATION,8610,"4,455","3,984","3,410","3,574","3,903","4,889","4,061","3,821","3,976","4,168"
15164,FASHOFF UK LIMITED,47710,"3,324","3,891","4,186","3,741","3,371","3,914","4,283","4,912","3,529","4,168"
15165,WAR ON WANT,88990,"1,599","2,059","1,816","2,114","2,055","1,941","1,658","1,614","2,250","1,731"
15166,HAREWOOD HOUSE TRUST LIMITED,91030,"1,993","2,560","4,368","8,699","1,905","2,819","3,421","4,322","3,337","4,166"
15167,B.S. MOTORS LIMITED,32990,"8,209","9,427","10,612","5,578","2,978","3,231","3,184","3,853","3,513","4,166"
15168,KEW GREEN HOTELS (GATWICK) LIMITED,55100,"5,700","5,785","5,678","7,405","6,175","6,531","7,133","7,183","1,973","4,165"
15169,ANTOINETTE HOTELS HOLDINGS LIMITED,55100,"6,154","7,175","7,510","7,960","7,812","7,797","7,766","6,322","4,660","1,308"
15170,ZETA COMPLIANCE GROUP PLC,62090,"3,217","3,174","3,790","4,031","2,949","3,583","3,670","3,983","4,278","4,164"
15171,CAPITAL GENERATION PARTNERS SERVICES LIMITED,82990,"3,517","3,381","3,574","4,190","4,576","4,714","4,544","4,945","4,026","4,163"
15172,TTEC CONSULTING (UK) LIMITED,70229,"6,122","6,326","10,133","6,997","6,055","5,171","5,464","6,133","3,603","4,162"
15173,STARLIMS UK LIMITED,62090,"2,336","1,910","2,395","1,776","2,080","2,989","2,961","3,250","3,491","4,161"
15174,ENVIRONMENTAL INVESTIGATION AGENCY UK,94990,"1,464","1,729","2,248","2,851","2,981","3,378","3,393","3,720","3,908","4,161"
15175,COUNTRY LION (NORTHAMPTON) LIMITED,49320,"4,385","4,933","5,176","5,308","5,389","5,451","5,426","5,234","5,666","2,564"
15176,ACTION HOMELESS (LEICESTER) LIMITED,55900,"1,858","1,803","2,010","2,212","1,946","2,323","2,343","2,554","2,958","3,394"
15177,LA REUNION AERIENNE LONDON LIMITED,65120,"1,580","1,275","1,124","1,386","1,525","1,995","2,488","3,257","3,291","4,160"
15178,B-HIVE SITE STAFF SOLUTIONS LIMITED,78300,890,"1,131","1,342","1,711","1,400","1,800","2,529","3,583","4,183","3,447"
15179,ST. CLEMENTS SERVICES LIMITED,62090,"2,300","2,472","2,300","2,679","4,078","3,226","3,568","3,335","4,112","4,949"
15180,SAFE FAMILIES FOR CHILDREN,96090,n.a.,250,515,"1,094","2,056","1,630","2,464","2,251","2,832","4,297"
15181,THE OXFORD PLAYHOUSE TRUST,90040,"3,249","3,678","3,720","3,732","4,339","3,914","4,210","4,474","4,278","1,962"
15182,BURY HOSPICE,86900,"2,538","2,859","2,292","2,425","2,304","2,097","2,589","2,712","3,498","2,903"
15183,DAVID FROST ESTATE AGENTS LIMITED,68310,"2,113","2,543","3,192","3,484","3,448","3,439","3,642","3,482","3,394","4,156"
15184,RIVERSIDE TRUST,90040,"3,696","3,379","3,214","23,269",702,"1,289",765,243,958,"3,032"
15185,NEWPORT GIRLS' HIGH SCHOOL ACADEMY TRUST,85310,"4,225","3,022","2,550","2,446","3,134","3,875","3,059","3,044","3,230","5,031"
15186,HIBISCUS PLC,18121,"3,018","2,976","3,131","3,261","3,138","3,554","3,775","3,914","3,977","4,392"
15187,HIBISCUS HOLDINGS PLC,64202,"3,051","2,977","3,131","3,261","3,138","3,554","3,775","3,914","3,977","4,392"
15188,DRIVALIA LEASE UK LTD,64910,"24,465","24,453","7,786","8,034","9,317","8,091","7,819","6,061","4,519","4,149"
15189,SABRINA HEALTH CARE LIMITED,87100,"2,485","2,580","2,636","2,744","2,635","3,123","3,412","3,515","3,667","4,168"
15190,OYEZ PROFESSIONAL SERVICES LIMITED,82990,"4,183","4,356","4,409","4,439","4,651","4,657","4,805",n.a.,"5,539","4,281"
15191,KAPLAN BOURNEMOUTH LIMITED,85410,n.a.,"1,836","2,556","3,774","5,859","5,688","5,711","5,231","4,039","4,145"
15192,THURLOW EDUCATIONAL TRUST,85200,"3,192","3,506","3,787","3,793","3,876","4,209","4,376","4,595","4,246","4,145"
15193,TELFORD HOTEL LIMITED,55100,"3,932","4,094","3,974","4,210","4,353","4,611","4,855","4,909","4,808","1,041"
15194,NADCO ROOFING SERVICES LIMITED,43910,388,750,"1,129",879,976,"1,332","1,201",n.a.,"2,331","2,334"
15195,"""CARTREF NI"" LIMITED",88100,"1,990","1,946","1,952","2,032","2,037","2,381","3,179","3,527","3,670","4,022"
15196,BROOKLANDS MUSEUM TRUST LIMITED,91030,"2,295","2,735","3,205","4,391","6,634","7,194","4,211","4,280","2,709","4,143"
15197,AGRICOAT NATURESEAL LIMITED,46760,"3,968","4,152","4,303","3,790","4,210","5,121","5,447","5,433","4,603","3,820"
15198,CATALYST SUPPORT LIMITED,86900,857,871,"1,656","1,907","1,938","2,149","2,828","2,732","3,022","3,715"
15199,HOLYWELL CHURCH OF ENGLAND ACADEMY,85310,n.a.,"5,430","5,299","3,075","2,940","3,248","4,983","3,216","3,262","3,618"
15200,OERLIKON BALZERS COATING UK LIMITED,25610,"4,902","4,628","4,825","4,123","4,215","5,216","5,531","7,480","4,753","4,140"
15201,GEORGE WASHINGTON GOLF AND COUNTRY CLUB LIMITED,55100,"2,869","2,848","2,898","2,902","3,117","3,451","3,372","3,682","3,916","1,796"
15202,LYNX NETWORKS PLC.,61100,"3,186","3,235","4,085","3,928","3,520","3,011","4,050","4,477","4,031","3,661"
15203,HYDRATRON LIMITED,28131,"7,570","8,113","8,956","7,156","4,516","3,861",n.a.,"5,347","3,528","3,635"
15204,ADOPTION MATTERS,88990,"1,760","1,635","2,250","2,575","3,231","2,811","2,775","3,115","4,352","4,937"
15205,NOMINA PLC,66190,"3,108","3,218","3,280","3,525","3,789","3,792","3,789","3,951","3,951","4,088"
15206,BEAT THE STREET (UK) LIMITED,49390,"14,785","15,899","16,349","14,747","16,562","19,519","21,437","22,774","3,966","4,133"
15207,POSTJET SYSTEMS LIMITED,26200,"2,922","1,449","3,100",n.a.,"4,645","2,953","3,024","3,281","3,364","3,256"
15208,METAGE CAPITAL LIMITED,66300,"3,313","2,602","2,576","2,472","1,411","1,524","1,713",813,"1,332","3,708"
15209,AUTISM HAMPSHIRE,47990,"6,560","5,515","5,225","5,474","5,036","5,057","4,712","4,328","4,300","4,109"
15210,THE PHYSIOLOGICAL SOCIETY,58141,"4,178","4,313","3,985","3,815","4,205","5,136","4,742","4,810","4,452","4,130"
15211,GARTSHERRIE ENGINEERING LIMITED,25110,"5,097","5,084","4,549","4,811","3,847","5,060","4,933","4,421","3,150","4,128"
15212,WIRRELDERLY,86102,"1,819","1,918","2,021","2,104","2,244",n.a.,"3,782","3,062","3,756","4,161"
15213,INVERLOCHY CASTLE LIMITED,55100,"3,201","3,332","3,479","3,463","3,585","4,024","4,796","4,566","4,375","1,517"
15214,LINCO PLC,45310,"3,935","3,908","3,820","3,646","3,563","3,606","3,846","4,143","4,041","3,570"
15215,CCAM ASIA LIMITED,66300,"1,477","1,574","4,088","5,257","6,437","3,149","3,322","3,541","50,641","4,125"
15216,DSV COMMERCIALS LIMITED,45200,"3,881","3,816","2,890","2,853","2,769","2,482","2,501","2,660","3,109","3,538"
15217,ASHTON LODGE LIMITED,87300,"3,717","3,630","3,665","3,836","4,347","4,892","5,053","5,343","4,513","3,800"
15218,ASHTON LODGE (SUNBURY) LTD,82990,"3,717","3,630","3,665","3,836","4,507","4,892","5,053","5,343","4,513","3,800"
15219,TRINITY HOMELESS PROJECTS,55900,"1,020","1,233","1,332","1,343","1,696","1,782","1,773","2,080","2,736","3,940"
15220,YFS CARE COMMUNITIES LIMITED,82990,"1,650","2,027","2,193","2,446","2,584","2,929","3,218","3,318","3,517","4,123"
15221,EQUINOX KENSINGTON LIMITED,93130,551,"4,847","6,427","7,687","8,749","9,275","8,718","8,846","3,920","4,120"
15222,AYSGARTH SCHOOL TRUST LIMITED,85310,"3,272","3,187","3,302","3,585","3,562","3,821","4,110","4,017","3,773","3,620"
15223,TIME BROKER FINANCE LIMITED,77390,"2,311","3,107","4,212","5,534","8,004","8,652","8,671","8,013","6,773","5,643"
15224,KSS DESIGN GROUP LIMITED,71129,"6,555","4,449","5,882","7,290","8,535","9,812","9,322","8,564","7,430","4,118"
15225,JOSEPH R. LAMB INDEPENDENT FINANCIAL ADVISERS LIMITED,64999,"2,578","2,457","2,714","2,899","3,216","3,503","3,849","3,826","4,006","3,870"
15226,INFINEON TECHNOLOGIES IRELAND LIMITED,82990,"1,998","2,211","2,160","2,275","2,802","2,739","3,209","3,502","3,525","4,117"
15227,BLUEBELL WOOD CHILDREN'S HOSPICE,86900,"3,285","3,596","3,907","4,061","5,146","4,102","4,187","4,641","5,015","5,742"
15228,MERCHANT NAVY WELFARE BOARD(THE),88990,622,548,732,646,709,528,633,814,600,417
15229,S247 PLC,47910,"16,415","18,056","17,764","13,674","12,532","7,990","5,785","5,449","7,715","7,353"
15230,UNIVERSITIES & COLLEGES CHRISTIAN FELLOWSHIP,94910,"4,996","4,339","4,608","4,940","4,622","3,762","3,843","4,283","4,504","4,784"
15231,CRIMSON TIDE PLC,62020,"1,226","1,268","1,210","1,402","1,860","2,275","2,398","2,921","3,542","4,114"
15232,ORICA BLAST & QUARRY SURVEYS LIMITED,8990,"2,178","2,268","2,826","2,979","3,321","3,574","3,513","3,892","3,428","4,144"
15233,TIR MOSTYN AND FOEL GOCH LIMITED,35110,"2,352","4,695","4,652","3,974","3,004","5,191","5,061","4,220","4,037","4,113"
15234,SCOTTISH REFUGEE COUNCIL,84230,"2,660","2,591","2,667","2,451","2,383","2,291","2,213","2,503","3,073","4,539"
15235,ST. ANDREW'S (WOKING) SCHOOL TRUST,85200,"3,002","3,022","3,307","3,480","3,542","3,674","3,715","3,731","3,870","4,051"
15236,ST. JOHN OF JERUSALEM EYE HOSPITAL,86101,,"1,779","1,580","1,458","1,299","2,476","2,501","2,379","3,047","4,110"
15237,LGBT FOUNDATION LTD,86900,"1,859","1,937","2,034","1,885","1,936","2,096","2,183","2,114","2,699","3,073"
15238,FUJITSU RESEARCH OF EUROPE LIMITED,72190,"6,102","6,414","6,376","6,221","6,441","6,424","6,277","5,949","5,665","4,880"
15239,MOODY'S ESG SOLUTIONS UK LIMITED,74909,n.a.,"5,128","4,042","3,619","2,498","4,986","4,732","4,523","4,456","4,107"
15240,GBIM LIMITED,66300,,550,"1,450","1,980","2,282","3,029","3,691","3,519","3,554","4,338"
15241,MERRIOTT PLASTICS LIMITED,22290,"8,433","4,476","4,925","5,116","3,831","4,426","3,998","4,102","4,825","3,529"
15242,CHEYNE'S (MANAGEMENT) LIMITED,82990,"5,365","5,306","5,355","6,234","6,362","6,492","6,150","5,775","4,241","3,577"
15243,ST. VINCENT'S CHARITABLE TRUST,86102,"2,926","2,981","3,024","3,141","3,246","3,439","3,462","3,590","3,870","4,242"
15244,GIGASET COMMUNICATIONS UK LIMITED,46520,"12,171","13,371","11,388","5,898","6,559","6,700","5,455","4,801","5,124","4,104"
15245,TETRA PAK CPS LIMITED,25620,"13,869","8,229","10,500","9,735","9,754","7,775","9,580","11,750","9,379","4,104"
15246,CRITERION ASSET MANAGEMENT LIMITED,82990,"1,790","1,652","1,583","2,215","1,848","1,864","1,837","1,882","2,008","4,104"
15247,BENTLEY REID & CO (UK) LIMITED,66300,993,"2,130","2,301","2,473","2,564","2,916","3,469","3,802","3,932","4,221"
15248,MICROBIOLOGY SOCIETY,94120,"4,088","4,039","4,059","4,086","4,202","4,777","4,458","6,245","3,888","4,102"
15249,SJB CORPORATE LIMITED,78200,,"4,751","4,282","6,749","5,239","5,010","4,196","4,092","1,941","4,099"
15250,PEPPERDINE UNIVERSITY (USA),85421,"2,888","3,090","4,611","3,522","4,028","4,017","4,077","4,668","3,077",462
