Number,Company name,Primary UK SIC (2007) code,"Turnover
th GBP 2012","Turnover
th GBP 2013","Turnover
th GBP 2014","Turnover
th GBP 2015","Turnover
th GBP 2016","Turnover
th GBP 2017","Turnover
th GBP 2018","Turnover
th GBP 2019","Turnover
th GBP 2020","Turnover
th GBP 2021"
4196,TECONNEX LIMITED,25990,"17,106","22,499","29,144","34,586","39,632","46,988","51,827","49,311","38,930","49,148"
4197,NOV PROCESS & FLOW TECHNOLOGIES UK LIMITED,28131,"66,173","57,131","54,224","59,864","61,150","66,498","66,670","72,908","53,662","49,089"
4198,EXCELCARE (CAMBRIDGE) LIMITED,70100,"32,590","38,327","41,742","43,013","44,813","47,430","49,841","51,266","54,185","54,780"
4199,KEFCO SALES LIMITED,56102,"22,449","22,143","24,421","24,711","25,064","28,368","30,171","33,375","34,390","49,038"
4200,BENEFIT COSMETICS LIMITED,46450,"63,038","67,431","70,445","78,942","83,505","82,258","78,731","75,295","48,901","48,962"
4201,CHRISTIAN VISION,60100,"20,440","23,904","38,321","39,521","43,929","48,799","32,593","27,749","36,766","48,938"
4202,ENTERPRISE SERVICES INFORMATION SECURITY UK LIMITED,62090,"144,211","123,916","125,162","111,584","111,238",n.a.,"130,701","86,198","74,076","58,512"
4203,THE NATIONAL ORTHOPAEDIC HOSPITAL CAPPAGH DESIGNATED ACTIVITY COMPANY,8610,"26,754","29,436","26,869","28,374","35,755","38,900","45,689","46,207","52,565","48,899"
4204,CORNMARKET GROUP FINANCIAL SERVICES LIMITED,66290,"32,979","32,810","31,004","32,159","39,644","45,630","47,130","47,794","50,792","48,865"
4205,HBN RESTAURANTS LIMITED,56102,"13,262","15,796","19,597","20,677","22,402","28,606","36,250","38,851","30,854","48,785"
4206,ASHFORDS LLP,69102,"24,053","29,516","31,819","35,382","36,023","40,614","42,232","44,950","44,845","47,982"
4207,ENTRUST SUPPORT SERVICES LIMITED,64999,,"67,911","81,388","83,157","81,502","77,488","68,498","57,633","46,276","48,755"
4208,MONTANA BAKERY LIMITED,10710,"15,534","14,956","19,563","21,070","20,422","30,074","34,513","34,735","38,559","48,655"
4209,KAB SEATING LIMITED,70100,"51,536","41,908","42,689","40,390","40,715","46,630","53,605","49,544","34,584","48,579"
4210,SUNWIN SERVICES GROUP (2010) LIMITED,80100,n.a.,"53,931","59,721","40,128","37,886","58,654","59,287","55,126","51,762","48,572"
4211,M.G.F. (TRENCH CONSTRUCTION SYSTEMS) LIMITED,77320,"25,723","26,251","28,973","33,555","31,768","38,566","40,160","40,535","37,739","40,907"
4212,MGF LIMITED,77320,"25,723","26,251","28,973","33,555","31,768","38,566","40,160","40,535","37,739","40,907"
4213,VERTAS GROUP LIMITED,81100,"12,900","30,534","31,936","33,046","36,604","44,466","51,409","68,832","71,511","60,900"
4214,CHICKEN CABINS LIMITED,56102,"23,275","24,508","28,640","30,363","31,633","33,704","34,647","36,923","32,050","46,431"
4215,DULWICH COLLEGE,85310,n.a.,"35,542","35,526","39,542","40,321","44,765","44,438","45,489","44,238","44,442"
4216,WASTECARE GROUP LIMITED,38320,"27,266","28,447","30,922","26,598","30,353","39,395","53,330","53,836","57,648","49,447"
4217,TRIUMPH DESIGNS LIMITED,30910,"18,462","29,160","25,632","22,691","23,398","28,201","31,361","29,927","28,759","36,804"
4218,SCRIVENS LIMITED,47741,"24,503","29,051","31,580","32,711","36,336","39,338","42,437","45,766","38,371","48,326"
4219,"QUEEN MARGARET UNIVERSITY, EDINBURGH",85421,"34,346","34,843","34,968","38,633","36,620","39,152","37,034","39,518","40,437","44,031"
4220,HEDGESERV LIMITED,70100,"36,650","56,422","71,112","69,196","65,558","53,010","52,195","42,876","46,639","48,287"
4221,LUXFER GAS CYLINDERS LIMITED,25290,"51,212","42,638","45,022","40,462","46,507","49,654","70,943","72,442","53,491","48,228"
4222,THE WILKINS GROUP LIMITED,82990,"25,389","26,133","28,953","29,697","28,671","31,365","28,422","32,063","35,964","38,952"
4223,MOYNE ROBERTS LIMITED,28290,"21,346","23,580","25,322","24,650","28,671","32,881","35,735","37,508","42,807","48,205"
4224,L.G.HARRIS & CO.LIMITED,32910,"49,824","49,039","51,236","52,837","63,431","90,477","53,015","49,526","49,304","48,134"
4225,INTEGRITY PRINT LIMITED,32990,"56,830","52,109","55,085","45,926","41,947","42,297","49,563","52,270","48,155","48,077"
4226,BARWAY SERVICES LIMITED,1130,"12,169","13,448","14,060","13,460","24,146","26,622","38,838","40,688","46,484","47,391"
4227,MAJOR RECRUITMENT LIMITED,78200,"13,716","14,565","15,790","15,656","14,779","14,287","19,446","29,060","29,806","28,733"
4228,RADIUS AEROSPACE UK LIMITED,25610,"62,389","62,506","49,663","46,130","38,501","40,747","46,486",n.a.,"54,622","51,868"
4229,HOBURNE LIMITED,55201,"24,682","24,879","27,351","28,939","34,354","36,575","40,265",n.a.,"48,322","36,819"
4230,H+S AVIATION LIMITED,52230,"60,744","65,889","60,910","58,649","51,031","54,214","63,041","71,498","57,561","47,996"
4231,CLYDE UNION LIMITED,28131,"126,715","109,195","104,763","74,095","45,195","38,154","49,903","44,083","40,884","47,940"
4232,GL INDUSTRIAL SERVICES UK LTD,71122,"51,699","58,337","57,360","54,983","45,831","48,148","40,460","50,308","43,594","47,934"
4233,DERBY HOMES LIMITED,68320,"35,986","30,062","32,296","34,316","37,297","38,325","38,832","42,320","46,815","45,175"
4234,STAGECOACH DEVON LIMITED,49319,"36,840","39,321","42,340","46,401","50,018","56,910","58,701","56,279","55,841","37,796"
4235,YOUR-MOVE.CO.UK LIMITED,68310,"70,257","77,599","86,710","89,838","89,138","86,403","79,684","51,613","40,323","47,800"
4236,RUSKIN MILL TRUST LIMITED,85590,"20,480","20,486","20,901","20,323","20,746","28,297","28,500","32,657","33,531","46,983"
4237,XPS PENSIONS CONSULTING LIMITED,70229,"39,771",n.a.,"53,102","45,382","46,888","47,070","45,703","46,485","41,431","44,222"
4238,ROBINSON WEBSTER (HOLDINGS) LIMITED,47710,"60,214","64,230","71,056","89,548","94,700","103,742","101,951",n.a.,"128,905","38,691"
4239,SOUTHAMPTON ISLE OF WIGHT AND SOUTH OF ENGLAND ROYAL MAIL STEAM PACKET COMPANY LIMITED,50200,"39,326","40,290","45,369","48,373","50,153","51,481","53,803","56,106","32,281","47,587"
4240,RICHMOND FELLOWSHIP(THE),87200,"40,817","33,414","44,307","46,866","53,383","45,955","43,733","46,647","46,262","45,267"
4241,K3 BUSINESS TECHNOLOGY GROUP PLC,62020,"67,961","63,513","71,950","83,427","89,175","118,176","83,335","78,412","48,819","45,267"
4242,TAPTON SCHOOL ACADEMY TRUST,85310,,"59,697","23,595","43,179","39,324","34,609","33,538","34,375","55,800","45,000"
4243,CYGNET (DH) LIMITED,87100,n.a.,"8,404","23,933","24,539","29,536","34,903","41,204","42,564","36,748","47,374"
4244,APEX HOTELS LIMITED,55100,"41,906","50,554","56,064","57,250","61,283","65,002","68,928","75,470","68,682","8,073"
4245,ROCKLINE INDUSTRIES LIMITED,32990,"45,929","40,841","48,825","55,575","60,090","71,025","71,176","78,430","81,701","59,374"
4246,HAIN FROZEN FOODS UK LIMITED,10890,"30,959","29,003","24,476","37,062","42,617","48,991","37,217","42,025","48,573","56,510"
4247,SOLIHULL COMMUNITY HOUSING LIMITED,68201,"30,432","32,393","36,889","38,496","37,169","40,227","36,910","39,085","34,259","41,380"
4248,G P HOMECARE LIMITED,88100,"16,083","16,231","17,648","15,900","16,072","17,356","29,043","31,624","35,124","39,480"
4249,THE AVENUES TRUST GROUP,86900,"28,078","27,245","27,081","26,989","28,618","45,653","45,074","44,862","43,633","46,718"
4250,THE EXTRACARE CHARITABLE TRUST,86900,"55,442","58,466","68,141","55,925","81,778","85,804","94,037","123,256","44,170","41,678"
4251,METTLER-TOLEDO SAFELINE LIMITED,28930,"37,677","40,258","37,944","37,400","39,303","44,879","47,130","45,440","43,743","46,963"
4252,DRIVER GROUP PLC,70229,"26,258","37,235","39,078","47,950","58,261","60,227","62,615","58,486","53,074","48,772"
4253,VALE MILL (ROCHDALE) LIMITED,32990,"36,042","35,624","39,488","39,125","38,705","37,539","37,325","45,104","49,765","46,804"
4254,WELLGLADE HOLDINGS LIMITED,49319,"61,112","64,136","64,481","65,729","65,994","65,591","65,605","65,878","41,344","46,793"
4255,AT&T ISTEL,61900,"67,049","66,269","64,743","62,732","63,768","57,493","57,833","50,931","48,169","46,764"
4256,CAMDEN GROUP LIMITED,23110,"34,789","26,136","29,558","36,114","38,662","43,881","47,453","54,997","43,694","35,788"
4257,CARE SOUTH,87300,"36,664","37,076","36,158","37,723","39,116","41,022","47,693","44,392","45,750","47,752"
4258,CORNERSTONE COMMUNITY CARE,87300,"29,879","31,250","32,562","36,047","36,994","37,862","39,735","42,626","44,853","43,550"
4259,BUSWAYS TRAVEL SERVICES LIMITED,49319,"58,285","58,791","57,724","57,982","56,845","54,385","54,536","55,053","53,008","34,775"
4260,EXPLEO TECHNOLOGY UK LIMITED,62090,"43,990","44,647","41,146","39,490","41,816","42,451","47,942","35,164","33,603","46,571"
4261,FISHER GERMAN LLP,68310,"17,261","19,363","21,364","23,829","25,493","27,239","30,660","34,330","40,121","42,031"
4262,BYWATERS (LEYTON) LIMITED,38320,"46,762","14,947","36,290","38,799","42,058","46,399","46,777","47,077","48,729","37,739"
4263,MSX INTERNATIONAL LIMITED,82990,"24,927","27,373","28,851","32,929","39,458","45,397","40,921","35,333","27,966","46,362"
4264,DER TOURISTIK UK LIMITED,79120,"287,062","293,125","286,655","288,462","294,776","292,987","300,570","312,700","79,434","46,265"
4265,WHS PLASTICS LIMITED,22290,"14,817","26,303","32,604","36,322","48,476","60,713","71,456","65,239","59,163","48,411"
4266,F & B PROFILES (HOLDINGS) LIMITED,25990,"40,444","38,313","37,757","39,194","36,455","41,509","44,626","46,244","43,375","38,219"
4267,TG REALISATIONS 2023 LIMITED,47520,"40,383","42,148","47,695","52,887","54,436","55,137","51,133","48,571","44,183","46,163"
4268,PRINOVIS UK LIMITED,58190,"73,746","63,772","63,641","57,981","67,576","69,747","65,921","66,763","53,035","46,074"
4269,WITHERS PROFESSIONAL SERVICES LIMITED,82990,"24,247","26,443","27,585","28,893","30,795","30,542","31,789","34,898","38,858","42,295"
4270,ANDREWS SYKES HIRE LIMITED,77390,"37,087","38,622","37,401","36,880","38,414","40,684","45,824","43,000","39,763","46,070"
4271,UNIVAR SOLUTIONS UK LIMITED,46900,"220,055",289,333,137,48,"31,663","32,758","35,239","35,495","46,066"
4272,CARE & RECREATION HOLDINGS LIMITED,82990,"48,826","42,152","46,924","58,318","64,186","62,545","70,577","69,008","53,364","45,950"
4273,MOBILE WINDSCREENS LIMITED,45320,"29,036","29,606","31,040","28,680","32,281","35,745","29,421","40,408","38,622","45,918"
4274,FLAKT WOODS LIMITED,28250,"67,147","63,609","63,083","61,902","63,356","69,195","63,355","60,245","45,738","45,914"
4275,MITIE FACILITIES MANAGEMENT LIMITED,68320,"22,683","28,140","31,092","33,022","43,055","52,225","63,061","62,901","47,521","46,483"
4276,EVRON FOODS LIMITED,56290,"30,228","37,073","40,068","45,411","47,666","44,317","48,855","48,971","58,723","45,874"
4277,IDH LIMITED,86230,"70,047","62,757","65,826","55,397","53,474","50,994","45,353","43,587","41,797","48,908"
4278,QUARRIERS,88990,"43,490","45,633","43,709","42,264","41,712","42,166","41,504","42,738","43,124","42,634"
4279,WARDELL ARMSTRONG LLP,71129,"25,063","26,234","26,898","26,569","28,392","28,109","40,058","33,407","31,372","32,121"
4280,SMG EUROPE HOLDINGS LIMITED,70100,"40,510","43,647","45,261","69,636","68,650","78,033","83,539","90,318","19,834","45,783"
4281,DIGITASLBI LIMITED,73110,"61,618","58,203","71,689","76,462","69,298","84,942","59,898","53,601","44,226","45,692"
4282,SECURITAS SECURITY SERVICES (IRELAND) LIMITED,70100,"12,344","12,504","12,731","12,952","18,278","29,844","35,608","34,684","38,765","45,685"
4283,HABERDASHERS' ASKE'S FEDERATION TRUST,85310,"55,318","32,380","42,669","39,926","34,354","32,937","34,364","34,740","37,529","45,563"
4284,FRED. OLSEN CRUISE LINES LIMITED,50100,"176,558","160,342","159,400","169,918","181,934","202,459","217,209","216,202","42,956","45,548"
4285,BREEDON NORTHERN LIMITED,,"80,536","107,636","121,575","145,115","155,586","191,604","192,772","186,040","167,992","45,498"
4286,HARPER ADAMS UNIVERSITY,85421,,"34,397","38,270","36,301","39,083","42,685","40,655","44,185","41,204","41,902"
4287,STEELITE INTERNATIONAL LIMITED,23490,"70,273","89,681","93,955","102,037","81,117","64,959","61,194","62,332","28,525","45,474"
4288,EQUUS PETROLEUM LIMITED,6100,"31,406","48,241","52,264","25,273","25,831","32,707","57,342","48,439","33,114","45,399"
4289,I4 PAY PARTNERS LIMITED,70229,"19,576","19,137","21,866","28,788","29,665","22,631","38,690","35,535","30,239","24,026"
4290,SCOTTISH DAILY RECORD AND SUNDAY MAIL LIMITED,58130,"78,851","73,607","71,797","67,225",n.a.,"64,779","60,307","55,702","46,675","45,343"
4291,QUADIENT UK LIMITED,28230,"86,708","86,425","81,054","81,244","77,060","72,698","66,272","54,284","52,703","43,978"
4292,O & S DOORS LIMITED,16290,,"26,904","30,850","31,407","32,814","36,355","33,886","33,679","32,115","45,318"
4293,PINEWOOD LABORATORIES LIMITED,21100,"51,316","56,902","46,288","44,099","50,493","50,605","50,361","52,276","52,135","46,643"
4294,P.N.DALY LIMITED,43999,"22,501","24,268","32,345","31,725","32,034","39,224","44,720","60,659","50,019","45,240"
4295,NORTH OF ENGLAND ZOOLOGICAL SOCIETY (THE),75000,"25,626","28,161","29,767","35,626","42,052","41,354","49,441","55,149","36,095","45,226"
4296,PLYMOUTH CITYBUS LIMITED,49319,"18,889","19,307","20,477","22,857","25,262","24,843","25,245","26,696","28,492","45,175"
4297,DEXTRA SERVICES LIMITED,27400,"38,018","36,055","49,742","41,266","47,163","44,452","36,704","45,673","44,051","45,138"
4298,VITACRESS HERBS LIMITED,1190,"31,013","32,976","31,196","31,631","36,519","36,062","37,564","36,488","41,925","45,128"
4299,PRATER LIMITED,41201,"77,869","83,266","85,214","105,972","101,709","97,975","115,491","93,481","65,009","45,091"
4300,REAL LIFE OPTIONS,87300,"33,626","38,018","39,351","36,321","34,625","39,714","41,836","44,525","44,993","44,627"
4301,NATIONAL HOUSE-BUILDING COUNCIL,65120,"42,551","43,009","38,342","52,359","124,903","57,661","49,601","66,650","52,624","23,463"
4302,TOSHIBA TEC U.K. IMAGING SYSTEMS LIMITED,27900,"47,361","48,624","50,466","53,227","59,882","58,806","60,793","54,588","56,024","35,841"
4303,SAGA GROUP LIMITED,70100,"32,033","29,947","27,507","25,284","29,534","35,864","39,925","44,969","46,773","50,943"
4304,DOYLE HOTELS (HOLDINGS) LIMITED,55100,"105,737","90,842","87,465","97,713","115,684","125,645","132,154","126,996","31,195","44,860"
4305,PEMBASE HOLDINGS LIMITED,70100,"105,737","90,842","87,465","97,713","115,684","125,645","132,154","126,996","31,195","44,860"
4306,RUSSELL FINEX LIMITED,28930,"22,141","23,008","23,919","26,035","31,198","34,868","40,039","44,250","45,744","38,844"
4307,SHEPLEY ENGINEERS LIMITED,25110,"40,682","52,608","72,416","79,937","67,317","62,004","63,051","59,162","47,038","49,065"
4308,DANIELS CHILLED FOODS LIMITED,10890,"149,225","116,712","124,730","126,849","128,728","110,848","76,829","65,778","22,936","35,412"
4309,FRASER CAPITAL MANAGEMENT LIMITED,93290,"21,770","19,634","21,422","24,192","28,163","31,722","33,886","36,446","38,807","12,820"
4310,MDL MARINAS GROUP LIMITED,70100,"33,193",n.a.,"40,070","35,368","34,565","36,377","37,236","38,057","37,756","38,195"
4311,BLACKPOOL PLEASURE BEACH (HOLDINGS) LIMITED,93290,"31,569","30,157","30,323","33,519","32,298","33,396","32,618","34,906","33,140","18,679"
4312,HARGREAVES INDUSTRIAL SERVICES LIMITED,70229,"59,908","207,812","223,491","185,463","93,144","60,149","48,532","57,514","58,247","48,428"
4313,F.M. INSURANCE COMPANY LIMITED,65120,"187,540","180,247","161,185","129,560","138,667","178,673","79,459","42,276","34,209","35,346"
4314,YTC LIMITED,47890,"21,541","23,894","26,002","27,030","27,922","27,577","27,182","28,004","37,186","44,591"
4315,AMERICAN SCHOOL IN LONDON EDUCATIONAL TRUST LIMITED(THE),85590,"34,439","34,530","37,625","41,666","41,308","44,199","44,652","46,265","46,880","43,069"
4316,KINGSTOWN WORKS LIMITED,41201,"20,679","36,611","43,653","48,669","44,092","39,330","37,548","41,841","41,938","38,206"
4317,DI MAGGIO'S GROUP LIMITED,56101,"21,270","23,122","26,219","30,068","33,798","34,863","36,831","36,479","32,301","11,478"
4318,VICTIM SUPPORT,88990,"49,504","48,071","50,200","53,074","18,219","36,409","37,177","36,744","37,617","41,035"
4319,GLASGOW SCHOOL OF ART.,85421,"23,303","27,154","29,642","40,972","77,315","40,796","40,580","50,555","54,717","38,360"
4320,AARTEE BRIGHT BAR LIMITED,24100,"82,897","68,732","71,775","62,449","55,721","68,406","77,632","62,525","37,839","44,319"
4321,FOSSIL (UK) LIMITED,46480,"95,732","126,487",n.a.,"151,973","124,180","115,237","91,419","65,844",n.a.,"44,294"
4322,ALTRAD ENGINEERING SERVICES LIMITED,25990,"30,395","38,033","30,126","46,821","42,085","50,029","34,289","54,401","51,677","60,844"
4323,COUNTRYWIDE CARE HOMES LIMITED,87300,"22,330","43,834","44,152","46,919","50,016","50,084","48,226","48,945","49,026","62,654"
4324,OUR MEDIA LIMITED,58190,"20,833","22,153","34,364","45,958","37,106","53,675","55,594","53,138","45,321","44,225"
4325,PERCY R.BREND & SONS(HOTELIERS)LIMITED,55100,"30,659","30,206","30,476","32,492","34,481","36,125","38,262","38,468","38,295","18,473"
4326,SCOPE,88990,"104,288","102,961","102,635","101,068","99,523","97,849","58,746","54,554","41,051","34,121"
4327,NIFCO UK LIMITED,22290,"40,949","49,866","55,388","62,237","71,054","75,973","71,099","65,894","47,505","44,150"
4328,PEACHKEY LTD,56102,"11,636","15,684","16,608","18,393","26,727","30,608","33,299","36,628","28,868","44,144"
4329,LEXINGTON CATERING LIMITED,82990,"26,425","33,241","36,965","27,283","38,524","40,725","47,323","49,805","31,337","16,687"
4330,D.P.K. FOODS LTD.,56103,"7,447","7,917","9,128","10,979","18,496","39,024","38,956","38,858","40,704","44,070"
4331,TOOK US A LONG TIME LIMITED,56101,"19,315","23,192","29,734","35,794",n.a.,"50,309","47,278","44,573","24,228","34,909"
4332,TASTY PLC,56101,"19,315","23,192","29,734","35,794",n.a.,"50,309","47,278","44,573","24,228","34,909"
4333,LLOYD FRASER HOLDINGS COMPANY LIMITED,49410,"45,714","47,288","53,859","58,776",n.a.,"83,012","40,862","40,848","46,536","36,483"
4334,CANFORD HEALTHCARE LIMITED,82990,"12,668","13,158","14,956","15,444","31,678","35,125","42,567","43,429","42,554","39,275"
4335,OUR LADY`S HOSPICE & CARE SERVICES,8610,"32,499","31,782","28,682","30,534","37,335","39,922","41,448","39,885","49,344","43,928"
4336,FUSION LIFESTYLE,93120,"55,927","68,474","76,227","83,568","85,927","83,667","80,463","86,429","48,695","43,922"
4337,CASKADE CATERERS LIMITED,56101,"22,453","23,263","25,710","28,194","29,668","32,070","30,611","35,212","32,222","43,890"
4338,MITIE PROPERTY SERVICES (UK) LIMITED,43341,"227,622","248,874","295,092","274,009","281,368","225,702","207,159","145,730","49,350","44,816"
4339,SURE MAINTENANCE LIMITED,82990,"13,722","18,534","23,165","18,239","26,652","27,309","27,912","30,102","32,164","38,706"
4340,WNS GLOBAL SERVICES (UK) LIMITED,82990,"77,249","39,882","51,207","52,181","47,375","36,476","32,954","33,372","39,729","40,467"
4341,ACCOMPLISH GROUP LIMITED,86900,"16,010","16,718","17,395","18,190","29,627","31,631","33,582","35,667","39,549","43,036"
4342,WILKIN & SONS LIMITED,10390,"34,917","35,613","36,719","40,608","41,288","44,584","47,890","49,202","41,613","43,707"
4343,TRADETEAM LIMITED,46390,"144,582","141,536","131,614","117,999","106,450","123,992","168,682","155,319","93,151","43,662"
4344,ST ANNE'S COMMUNITY SERVICES,68201,"34,182","36,396","40,208","40,853","42,460","43,386","44,153","44,833","42,877","44,685"
4345,EASY CLEANING SOLUTIONS LIMITED,20411,"143,526","109,817","114,674","54,769","55,715",n.a.,"64,956","48,475","47,166","48,515"
4346,CRAGHOPPERS LIMITED,46420,"44,106","37,791","38,758","40,202","42,994","49,913","53,922","58,200","58,931","50,434"
4347,NOVA PAYROLL MANAGEMENT SERVICES LIMITED,78200,"11,830","18,925","25,494","29,700","32,358","32,222","46,413","48,565","46,376","38,091"
4348,GOODWIN INTERNATIONAL LIMITED,28290,"48,119","71,538","69,474","66,519","61,105","55,343","42,156","49,119","53,957","48,759"
4349,LAWRENCE HUNT & CO LIMITED,47110,"39,668","38,656","37,850","41,140","39,622","41,393","41,415","41,401","43,466","47,614"
4350,HUC SOUTH WEST LIMITED,86900,"21,604","18,974","16,229","15,762","23,172","30,668","31,846","36,565","39,145","38,124"
4351,ELLIS BRIGHAM HOLDINGS LIMITED,47710,"34,940","34,809","34,861","36,269","36,592","37,221","38,861","37,975","32,174","23,596"
4352,THE FREMANTLE TRUST,87300,"36,799","39,454","39,877","43,744","48,684","49,440","52,417","52,223","46,343","45,196"
4353,MAYBIN SUPPORT SERVICES (IRELAND) LIMITED,78200,"20,490","20,943","20,896","22,676","29,757","33,694","38,455","38,861","42,775","43,421"
4354,CAPRICE HOLDINGS LIMITED,56101,"44,684","46,498","47,825","48,670",n.a.,"67,652","69,129","64,820",n.a.,"27,548"
4355,ASTRAD LIMITED,56102,"22,458","23,929","25,882","27,056","29,520","31,918","37,556","41,431","47,186","43,386"
4356,THE ROYAL ACADEMY OF ARTS,91020,"39,437","36,282","33,147","39,626","58,382","49,716","48,841","44,870","45,325","36,729"
4357,G.S. ASSOCIATES (SCOTLAND) LIMITED,81210,"30,004",n.a.,"19,484","16,415","23,032","23,322","19,051","27,181","36,189","37,293"
4358,WARWICK INDEPENDENT SCHOOLS FOUNDATION,85100,"25,718","27,113","27,675","29,023","31,002","32,020","33,857","35,567","34,591","42,202"
4359,LEBUS UPHOLSTERY LIMITED,31090,"22,969","25,947","31,323","34,800","38,584","40,732","39,102","43,296","34,235","43,337"
4360,NEXPERIA NEWPORT LIMITED,26110,"110,445","129,711","115,010","149,867","120,503","116,556","73,974","49,397","31,081","54,117"
4361,HILL DICKINSON BUSINESS SERVICES LIMITED,82110,"45,588","48,101","46,976","46,257","43,802","45,013","43,222","35,198","39,258","39,150"
4362,THE ROMANS GROUP (UK) LIMITED,68310,"27,056","32,067","26,538",n.a.,"39,286","26,246","34,851","33,030","31,170","43,279"
4363,ACHILLES GROUP HOLDINGS LIMITED,63110,"54,375","62,007","64,790","62,972","61,041","63,395","60,998","52,984","49,727","43,263"
4364,K.J. SHORTIS LIMITED,45320,"37,806","37,628","37,585","38,794","38,247","38,544","39,188","41,560","39,901","36,644"
4365,ALFRED BAGNALL AND SONS LIMITED,43390,"38,808","39,968","39,077","43,390","38,823","41,926","42,304","45,016","30,747","43,259"
4366,GOLDPLAT PLC,8990,"26,225","28,904","21,020","16,628","20,185","31,650","33,796","24,837","24,809","35,400"
4367,CHELTENHAM AND GLOUCESTER OMNIBUS COMPANY LIMITED,49319,"31,982","31,789","32,871","35,000","35,163","36,603","37,532","40,485","44,558","30,217"
4368,NCO EUROPE LIMITED,82200,"10,018","12,812","11,075","11,550","18,514","25,679","22,588","12,269","24,996","43,178"
4369,C & F TOOLING LIMITED,28240,"115,857","95,945","95,651","68,240","77,864","77,639","69,827","41,671","44,737","43,153"
4370,CLEARSTREAM GLOBAL SECURITIES SERVICES LIMITED,82990,"15,121","14,856","13,769","18,929","21,776","25,193","35,268","41,494","45,012","43,133"
4371,WESTERN MORTGAGE SERVICES LIMITED,96090,"17,558","17,456","14,959","45,259","66,291","41,765","57,227","64,182","38,364","43,087"
4372,THE BENENDEN HOSPITAL TRUST,86101,"23,022","28,745","26,903","28,841","32,005","36,552","34,800","41,554","35,229","39,946"
4373,E.ON CONTROL SOLUTIONS LIMITED,74909,"49,186","42,320","47,866","46,423","51,038","52,602","44,335","46,364","37,959","43,059"
4374,TURBINE SURFACE TECHNOLOGIES LIMITED,25610,"38,870","47,769","39,280","33,516","44,809","60,501","83,382","102,391","63,599","43,040"
4375,TRUCK-LITE EUROPE LIMITED,29320,"31,689","33,800","29,196","27,533","29,488","31,663","35,493","36,038","32,430","43,005"
4376,SAFFRON ACADEMY TRUST,85310,"15,158","20,719","19,165","26,481","20,211","19,580","31,273","23,131","38,604","58,570"
4377,TOTAL SUPPORT SERVICES LIMITED,81210,"11,977","13,964","16,565","17,933","19,802","27,818","31,440","34,272","33,197","35,912"
4378,LONDON SOVEREIGN LIMITED,49319,"27,408","28,245","30,885","32,403","32,879","31,885","39,454","45,223","44,540","42,746"
4379,TEX GROUP LIMITED,28960,"38,997","38,379","36,021","36,046","41,386","41,505","40,354","43,080",n.a.,"47,853"
4380,HEPCO (HOLDINGS) LIMITED,28290,"24,139","24,149","25,341","24,851","28,481","32,137","35,489","38,657","34,672","42,726"
4381,DERITEND INTERNATIONAL LIMITED,25620,"42,940","52,847","53,539","50,124","53,672","51,454","41,038","33,300","36,490","42,672"
4382,THE BOOK SERVICE LIMITED,52103,"32,149","29,192","27,174","26,868","27,281","38,220","39,826","41,706","39,138","42,665"
4383,MORGAN TECHNICAL CERAMICS LIMITED,23490,"64,774","62,728","59,385","56,045","55,200","45,877","44,402","43,171","38,341","42,650"
4384,NAVIGO HEALTH AND SOCIAL CARE CIC,86900,"22,582","22,853","24,425","23,371","26,859","28,539","29,134","31,309","33,747","36,001"
4385,AMG CONSULTANCY SERVICES LIMITED,86900,"11,101","12,672","14,597","15,714","20,883","21,732","26,696","36,850","39,534","39,014"
4386,AMG CARE SERVICES GROUP LIMITED,64209,n.a.,"12,672","14,597","15,714","20,883","21,732","26,696","36,850","39,534","39,014"
4387,HEPCO SLIDE SYSTEMS LIMITED,25990,"24,124","24,145","25,337","24,850","28,481","32,136","34,820","38,419","34,378","42,452"
4388,SD WORX UK LIMITED,82990,"60,780","60,701","55,541","54,211","53,342","51,502","51,424","51,216","45,594","42,418"
4389,LANDMARK INFORMATION GROUP LIMITED,62090,"25,853","32,816","52,691","56,648","57,342","58,821","57,444","55,199","33,947","42,366"
4390,HESTIA HOUSING AND SUPPORT,86900,"15,103","17,485","19,216","21,566","23,709","24,338","26,885","30,212","31,719","37,443"
4391,LIVERPOOL STREETSCENE SERVICES LIMITED,82990,"47,810","47,536","25,863","15,234","15,457","25,451","25,708","31,913","37,412","39,420"
4392,CAMBUS LIMITED,49319,"39,335","40,988","57,360","59,314","57,558","56,769","56,284","57,351","53,852","28,824"
4393,MACTAGGART SCOTT (HOLDINGS) LIMITED,64202,"33,902","37,843","41,352","45,590","42,573","41,895","39,610","39,745","40,714","44,632"
4394,THE YORKSHIRE TRACTION COMPANY LIMITED,49319,"22,106","22,141","47,057","57,201","56,251","55,443","54,299","57,020","54,613","35,264"
4395,PENDENNIS SHIPYARD LIMITED,30120,"31,830","34,166","35,225","44,673","44,771","51,122","57,224","45,011","35,851","42,291"
4396,JOHNSON & JOHNSON LIMITED,46450,"38,506","48,035","51,074",n.a.,"44,353","55,831","53,127","44,813",n.a.,"40,275"
4397,BBI SOLUTIONS OEM LIMITED,20130,n.a.,"4,992","28,357","28,809","33,505","36,546","38,344","37,719","39,446","41,924"
4398,AMERICOLD WHITCHURCH LTD,49410,"28,346","30,021","31,835","33,666","33,684","41,992","37,211","39,800","38,975","41,877"
